,location,location_next,location_2,location_3,location_4
361,checkout,checkout,fruit,spices,dairy
290,drinks,fruit,spices,dairy,checkout
310,fruit,spices,dairy,checkout,checkout
327,spices,dairy,checkout,checkout,spices
331,dairy,checkout,checkout,spices,drinks
415,checkout,checkout,spices,drinks,fruit
287,fruit,spices,drinks,fruit,checkout
309,spices,drinks,fruit,checkout,checkout
313,drinks,fruit,checkout,checkout,checkout
320,fruit,checkout,checkout,checkout,checkout
361,checkout,checkout,checkout,checkout,dairy
296,dairy,checkout,checkout,dairy,spices
303,checkout,checkout,dairy,spices,drinks
290,spices,dairy,spices,drinks,spices
297,dairy,spices,drinks,spices,checkout
301,spices,drinks,spices,checkout,checkout
316,drinks,spices,checkout,checkout,checkout
348,spices,checkout,checkout,checkout,checkout
368,checkout,checkout,checkout,checkout,checkout
3102,dairy,checkout,checkout,checkout,checkout
3133,checkout,checkout,checkout,checkout,checkout
3237,fruit,checkout,checkout,checkout,checkout
3276,checkout,checkout,checkout,checkout,spices
3102,dairy,checkout,checkout,spices,drinks
3133,checkout,checkout,spices,drinks,checkout
3151,fruit,spices,drinks,checkout,checkout
3193,spices,drinks,checkout,checkout,checkout
3199,drinks,checkout,checkout,checkout,checkout
3224,checkout,checkout,checkout,checkout,fruit
3141,fruit,checkout,checkout,fruit,dairy
3154,checkout,checkout,fruit,dairy,checkout
3103,spices,fruit,dairy,checkout,checkout
3109,fruit,dairy,checkout,checkout,checkout
3122,dairy,checkout,checkout,checkout,checkout
3125,checkout,checkout,checkout,checkout,fruit
3238,spices,checkout,checkout,fruit,dairy
3252,checkout,checkout,fruit,dairy,checkout
3103,spices,fruit,dairy,checkout,checkout
3109,fruit,dairy,checkout,checkout,drinks
3122,dairy,checkout,checkout,drinks,spices
3125,checkout,checkout,drinks,spices,drinks
3152,dairy,drinks,spices,drinks,spices
3172,drinks,spices,drinks,spices,dairy
3194,spices,drinks,spices,dairy,drinks
3200,drinks,spices,dairy,drinks,fruit
3235,spices,dairy,drinks,fruit,checkout
3270,dairy,drinks,fruit,checkout,checkout
3285,drinks,fruit,checkout,checkout,checkout
3288,fruit,checkout,checkout,checkout,checkout
3319,checkout,checkout,checkout,checkout,drinks
3144,fruit,checkout,checkout,drinks,checkout
3180,checkout,checkout,drinks,checkout,checkout
3104,dairy,drinks,checkout,checkout,checkout
3110,drinks,checkout,checkout,checkout,checkout
3116,checkout,checkout,checkout,checkout,drinks
3243,fruit,checkout,checkout,drinks,checkout
3262,checkout,checkout,drinks,checkout,checkout
3104,dairy,drinks,checkout,checkout,fruit
3110,drinks,checkout,checkout,fruit,spices
3116,checkout,checkout,fruit,spices,drinks
3153,drinks,fruit,spices,drinks,checkout
3166,fruit,spices,drinks,checkout,checkout
3218,spices,drinks,checkout,checkout,dairy
3225,drinks,checkout,checkout,dairy,spices
3247,checkout,checkout,dairy,spices,fruit
3145,fruit,dairy,spices,fruit,dairy
3167,dairy,spices,fruit,dairy,fruit
3191,spices,fruit,dairy,fruit,dairy
3209,fruit,dairy,fruit,dairy,fruit
3228,dairy,fruit,dairy,fruit,checkout
3243,fruit,dairy,fruit,checkout,checkout
3248,dairy,fruit,checkout,checkout,spices
3269,fruit,checkout,checkout,spices,drinks
3298,checkout,checkout,spices,drinks,spices
3117,dairy,spices,drinks,spices,drinks
3130,spices,drinks,spices,drinks,checkout
3134,drinks,spices,drinks,checkout,checkout
3164,spices,drinks,checkout,checkout,checkout
3196,drinks,checkout,checkout,checkout,checkout
3246,checkout,checkout,checkout,checkout,spices
3253,drinks,checkout,checkout,spices,drinks
3263,checkout,checkout,spices,drinks,spices
3117,dairy,spices,drinks,spices,drinks
3130,spices,drinks,spices,drinks,checkout
3134,drinks,spices,drinks,checkout,checkout
3164,spices,drinks,checkout,checkout,dairy
3196,drinks,checkout,checkout,dairy,drinks
3246,checkout,checkout,dairy,drinks,checkout
3157,spices,dairy,drinks,checkout,checkout
3167,dairy,drinks,checkout,checkout,drinks
3236,drinks,checkout,checkout,drinks,checkout
3248,checkout,checkout,drinks,checkout,checkout
3149,dairy,drinks,checkout,checkout,dairy
3155,drinks,checkout,checkout,dairy,checkout
3168,checkout,checkout,dairy,checkout,checkout
3131,fruit,dairy,checkout,checkout,checkout
3144,dairy,checkout,checkout,checkout,checkout
3155,checkout,checkout,checkout,checkout,dairy
3254,dairy,checkout,checkout,dairy,checkout
3264,checkout,checkout,dairy,checkout,checkout
3131,fruit,dairy,checkout,checkout,dairy
3144,dairy,checkout,checkout,dairy,fruit
3155,checkout,checkout,dairy,fruit,dairy
3158,fruit,dairy,fruit,dairy,drinks
3168,dairy,fruit,dairy,drinks,checkout
3173,fruit,dairy,drinks,checkout,checkout
3181,dairy,drinks,checkout,checkout,fruit
3201,drinks,checkout,checkout,fruit,dairy
3219,checkout,checkout,fruit,dairy,checkout
3150,dairy,fruit,dairy,checkout,checkout
3192,fruit,dairy,checkout,checkout,fruit
3201,dairy,checkout,checkout,fruit,checkout
3217,checkout,checkout,fruit,checkout,checkout
3136,drinks,fruit,checkout,checkout,fruit
3145,fruit,checkout,checkout,fruit,checkout
3156,checkout,checkout,fruit,checkout,checkout
3271,dairy,fruit,checkout,checkout,fruit
3287,fruit,checkout,checkout,fruit,checkout
3310,checkout,checkout,fruit,checkout,checkout
3136,drinks,fruit,checkout,checkout,spices
3145,fruit,checkout,checkout,spices,checkout
3156,checkout,checkout,spices,checkout,checkout
3159,fruit,spices,checkout,checkout,checkout
3169,spices,checkout,checkout,checkout,checkout
3174,checkout,checkout,checkout,checkout,checkout
3151,dairy,checkout,checkout,checkout,checkout
3156,checkout,checkout,checkout,checkout,dairy
3137,drinks,checkout,checkout,dairy,fruit
3146,checkout,checkout,dairy,fruit,spices
3272,fruit,dairy,fruit,spices,fruit
3277,dairy,fruit,spices,fruit,checkout
3300,fruit,spices,fruit,checkout,checkout
3318,spices,fruit,checkout,checkout,checkout
3329,fruit,checkout,checkout,checkout,checkout
3335,checkout,checkout,checkout,checkout,checkout
3137,drinks,checkout,checkout,checkout,checkout
3146,checkout,checkout,checkout,checkout,checkout
3160,spices,checkout,checkout,checkout,checkout
3175,checkout,checkout,checkout,checkout,spices
3152,fruit,checkout,checkout,spices,checkout
3202,checkout,checkout,spices,checkout,checkout
3138,fruit,spices,checkout,checkout,drinks
3151,spices,checkout,checkout,drinks,spices
3165,checkout,checkout,drinks,spices,drinks
3278,fruit,drinks,spices,drinks,fruit
3301,drinks,spices,drinks,fruit,spices
3311,spices,drinks,fruit,spices,dairy
3340,drinks,fruit,spices,dairy,fruit
3350,fruit,spices,dairy,fruit,dairy
3442,spices,dairy,fruit,dairy,checkout
3466,dairy,fruit,dairy,checkout,checkout
3474,fruit,dairy,checkout,checkout,spices
3477,dairy,checkout,checkout,spices,checkout
3526,checkout,checkout,spices,checkout,checkout
3138,fruit,spices,checkout,checkout,drinks
3151,spices,checkout,checkout,drinks,spices
3165,checkout,checkout,drinks,spices,fruit
3161,spices,drinks,spices,fruit,dairy
3170,drinks,spices,fruit,dairy,checkout
3176,spices,fruit,dairy,checkout,checkout
3195,fruit,dairy,checkout,checkout,checkout
3243,dairy,checkout,checkout,checkout,checkout
3249,checkout,checkout,checkout,checkout,dairy
3157,drinks,checkout,checkout,dairy,spices
3169,checkout,checkout,dairy,spices,dairy
3139,fruit,dairy,spices,dairy,checkout
3147,dairy,spices,dairy,checkout,checkout
3160,spices,dairy,checkout,checkout,checkout
3170,dairy,checkout,checkout,checkout,checkout
3213,checkout,checkout,checkout,checkout,dairy
3279,dairy,checkout,checkout,dairy,spices
3283,checkout,checkout,dairy,spices,dairy
3139,fruit,dairy,spices,dairy,checkout
3147,dairy,spices,dairy,checkout,checkout
3160,spices,dairy,checkout,checkout,checkout
3170,dairy,checkout,checkout,checkout,checkout
3213,checkout,checkout,checkout,checkout,spices
3162,fruit,checkout,checkout,spices,dairy
3182,checkout,checkout,spices,dairy,fruit
3158,fruit,spices,dairy,fruit,checkout
3162,spices,dairy,fruit,checkout,checkout
3164,dairy,fruit,checkout,checkout,checkout
3181,fruit,checkout,checkout,checkout,checkout
3193,checkout,checkout,checkout,checkout,dairy
3148,fruit,checkout,checkout,dairy,checkout
3157,checkout,checkout,dairy,checkout,checkout
3280,fruit,dairy,checkout,checkout,checkout
3302,dairy,checkout,checkout,checkout,checkout
3319,checkout,checkout,checkout,checkout,checkout
3148,fruit,checkout,checkout,checkout,checkout
3157,checkout,checkout,checkout,checkout,checkout
3163,dairy,checkout,checkout,checkout,checkout
3220,checkout,checkout,checkout,checkout,drinks
3165,dairy,checkout,checkout,drinks,checkout
3194,checkout,checkout,drinks,checkout,checkout
289,fruit,drinks,checkout,checkout,checkout
298,drinks,checkout,checkout,checkout,checkout
311,checkout,checkout,checkout,checkout,drinks
291,dairy,checkout,checkout,drinks,checkout
296,checkout,checkout,drinks,checkout,checkout
289,fruit,drinks,checkout,checkout,drinks
298,drinks,checkout,checkout,drinks,spices
311,checkout,checkout,drinks,spices,drinks
304,spices,drinks,spices,drinks,fruit
308,drinks,spices,drinks,fruit,spices
324,spices,drinks,fruit,spices,dairy
332,drinks,fruit,spices,dairy,fruit
339,fruit,spices,dairy,fruit,checkout
377,spices,dairy,fruit,checkout,checkout
394,dairy,fruit,checkout,checkout,checkout
405,fruit,checkout,checkout,checkout,checkout
452,checkout,checkout,checkout,checkout,drinks
291,fruit,checkout,checkout,drinks,checkout
294,checkout,checkout,drinks,checkout,checkout
3152,fruit,drinks,checkout,checkout,checkout
3166,drinks,checkout,checkout,checkout,checkout
3171,checkout,checkout,checkout,checkout,drinks
3288,fruit,checkout,checkout,drinks,checkout
3303,checkout,checkout,drinks,checkout,checkout
3152,fruit,drinks,checkout,checkout,checkout
3166,drinks,checkout,checkout,checkout,checkout
3171,checkout,checkout,checkout,checkout,checkout
3171,fruit,checkout,checkout,checkout,checkout
3177,checkout,checkout,checkout,checkout,fruit
3166,dairy,checkout,checkout,fruit,spices
3206,checkout,checkout,fruit,spices,checkout
3153,drinks,fruit,spices,checkout,checkout
3158,fruit,spices,checkout,checkout,dairy
3188,spices,checkout,checkout,dairy,spices
3197,checkout,checkout,dairy,spices,dairy
3289,spices,dairy,spices,dairy,checkout
3304,dairy,spices,dairy,checkout,checkout
3351,spices,dairy,checkout,checkout,fruit
3359,dairy,checkout,checkout,fruit,spices
3374,checkout,checkout,fruit,spices,checkout
3153,drinks,fruit,spices,checkout,checkout
3158,fruit,spices,checkout,checkout,dairy
3188,spices,checkout,checkout,dairy,checkout
3197,checkout,checkout,dairy,checkout,checkout
3178,spices,dairy,checkout,checkout,dairy
3183,dairy,checkout,checkout,dairy,checkout
3244,checkout,checkout,dairy,checkout,checkout
3170,drinks,dairy,checkout,checkout,spices
3218,dairy,checkout,checkout,spices,fruit
3222,checkout,checkout,spices,fruit,dairy
3161,fruit,spices,fruit,dairy,checkout
3167,spices,fruit,dairy,checkout,checkout
3172,fruit,dairy,checkout,checkout,dairy
3180,dairy,checkout,checkout,dairy,drinks
3251,checkout,checkout,dairy,drinks,spices
3290,fruit,dairy,drinks,spices,drinks
3294,dairy,drinks,spices,drinks,fruit
3320,drinks,spices,drinks,fruit,dairy
3341,spices,drinks,fruit,dairy,checkout
3352,drinks,fruit,dairy,checkout,checkout
3401,fruit,dairy,checkout,checkout,spices
3433,dairy,checkout,checkout,spices,fruit
3449,checkout,checkout,spices,fruit,dairy
3161,fruit,spices,fruit,dairy,checkout
3167,spices,fruit,dairy,checkout,checkout
3172,fruit,dairy,checkout,checkout,checkout
3180,dairy,checkout,checkout,checkout,checkout
3251,checkout,checkout,checkout,checkout,checkout
3179,fruit,checkout,checkout,checkout,checkout
3184,checkout,checkout,checkout,checkout,drinks
3171,fruit,checkout,checkout,drinks,spices
3195,checkout,checkout,drinks,spices,drinks
3162,dairy,drinks,spices,drinks,dairy
3168,drinks,spices,drinks,dairy,drinks
3173,spices,drinks,dairy,drinks,spices
3181,drinks,dairy,drinks,spices,checkout
3218,dairy,drinks,spices,checkout,checkout
3226,drinks,spices,checkout,checkout,checkout
3232,spices,checkout,checkout,checkout,checkout
3241,checkout,checkout,checkout,checkout,drinks
3305,dairy,checkout,checkout,drinks,spices
3353,checkout,checkout,drinks,spices,drinks
3162,dairy,drinks,spices,drinks,dairy
3168,drinks,spices,drinks,dairy,drinks
3173,spices,drinks,dairy,drinks,spices
3181,drinks,dairy,drinks,spices,checkout
3218,dairy,drinks,spices,checkout,checkout
3226,drinks,spices,checkout,checkout,checkout
3232,spices,checkout,checkout,checkout,checkout
3241,checkout,checkout,checkout,checkout,checkout
3185,dairy,checkout,checkout,checkout,checkout
3209,checkout,checkout,checkout,checkout,drinks
3172,dairy,checkout,checkout,drinks,checkout
3182,checkout,checkout,drinks,checkout,checkout
3163,spices,drinks,checkout,checkout,fruit
3169,drinks,checkout,checkout,fruit,checkout
3189,checkout,checkout,fruit,checkout,checkout
3306,dairy,fruit,checkout,checkout,drinks
3321,fruit,checkout,checkout,drinks,checkout
3330,checkout,checkout,drinks,checkout,checkout
3163,spices,drinks,checkout,checkout,checkout
3169,drinks,checkout,checkout,checkout,checkout
3189,checkout,checkout,checkout,checkout,drinks
3186,fruit,checkout,checkout,drinks,fruit
3202,checkout,checkout,drinks,fruit,drinks
3173,dairy,drinks,fruit,drinks,fruit
3183,drinks,fruit,drinks,fruit,checkout
3196,fruit,drinks,fruit,checkout,checkout
3207,drinks,fruit,checkout,checkout,spices
3212,fruit,checkout,checkout,spices,drinks
3219,checkout,checkout,spices,drinks,checkout
3174,drinks,spices,drinks,checkout,checkout
3182,spices,drinks,checkout,checkout,drinks
3190,drinks,checkout,checkout,drinks,fruit
3219,checkout,checkout,drinks,fruit,checkout
3307,dairy,drinks,fruit,checkout,checkout
3322,drinks,fruit,checkout,checkout,spices
3336,fruit,checkout,checkout,spices,drinks
3342,checkout,checkout,spices,drinks,checkout
3174,drinks,spices,drinks,checkout,checkout
3182,spices,drinks,checkout,checkout,checkout
3190,drinks,checkout,checkout,checkout,checkout
3219,checkout,checkout,checkout,checkout,drinks
3187,spices,checkout,checkout,drinks,checkout
3203,checkout,checkout,drinks,checkout,checkout
3174,fruit,drinks,checkout,checkout,checkout
3184,drinks,checkout,checkout,checkout,checkout
3213,checkout,checkout,checkout,checkout,checkout
3175,dairy,checkout,checkout,checkout,checkout
3183,checkout,checkout,checkout,checkout,checkout
3312,fruit,checkout,checkout,checkout,checkout
3331,checkout,checkout,checkout,checkout,spices
3175,dairy,checkout,checkout,spices,dairy
3183,checkout,checkout,spices,dairy,checkout
3188,drinks,spices,dairy,checkout,checkout
3204,spices,dairy,checkout,checkout,checkout
3210,dairy,checkout,checkout,checkout,checkout
3221,checkout,checkout,checkout,checkout,dairy
3175,fruit,checkout,checkout,dairy,checkout
3185,checkout,checkout,dairy,checkout,checkout
3176,spices,dairy,checkout,checkout,drinks
3198,dairy,checkout,checkout,drinks,checkout
3220,checkout,checkout,drinks,checkout,checkout
3313,fruit,drinks,checkout,checkout,dairy
3332,drinks,checkout,checkout,dairy,checkout
3337,checkout,checkout,dairy,checkout,checkout
3176,spices,dairy,checkout,checkout,drinks
3198,dairy,checkout,checkout,drinks,fruit
3220,checkout,checkout,drinks,fruit,dairy
3189,dairy,drinks,fruit,dairy,checkout
3211,drinks,fruit,dairy,checkout,checkout
3222,fruit,dairy,checkout,checkout,drinks
3245,dairy,checkout,checkout,drinks,fruit
3250,checkout,checkout,drinks,fruit,checkout
3176,dairy,drinks,fruit,checkout,checkout
3186,drinks,fruit,checkout,checkout,checkout
3197,fruit,checkout,checkout,checkout,checkout
3210,checkout,checkout,checkout,checkout,dairy
3177,fruit,checkout,checkout,dairy,drinks
3199,checkout,checkout,dairy,drinks,checkout
3314,fruit,dairy,drinks,checkout,checkout
3323,dairy,drinks,checkout,checkout,checkout
3343,drinks,checkout,checkout,checkout,checkout
3354,checkout,checkout,checkout,checkout,checkout
3177,fruit,checkout,checkout,checkout,checkout
3199,checkout,checkout,checkout,checkout,spices
3190,fruit,checkout,checkout,spices,checkout
3226,checkout,checkout,spices,checkout,checkout
3177,drinks,spices,checkout,checkout,drinks
3198,spices,checkout,checkout,drinks,checkout
3211,checkout,checkout,drinks,checkout,checkout
3178,dairy,drinks,checkout,checkout,dairy
3184,drinks,checkout,checkout,dairy,drinks
3200,checkout,checkout,dairy,drinks,checkout
3315,fruit,dairy,drinks,checkout,checkout
3324,dairy,drinks,checkout,checkout,drinks
3333,drinks,checkout,checkout,drinks,checkout
3338,checkout,checkout,drinks,checkout,checkout
3178,dairy,drinks,checkout,checkout,checkout
3184,drinks,checkout,checkout,checkout,checkout
3200,checkout,checkout,checkout,checkout,drinks
3196,dairy,checkout,checkout,drinks,checkout
3237,checkout,checkout,drinks,checkout,checkout
3178,dairy,drinks,checkout,checkout,fruit
3187,drinks,checkout,checkout,fruit,spices
3203,checkout,checkout,fruit,spices,checkout
292,dairy,fruit,spices,checkout,checkout
312,fruit,spices,checkout,checkout,checkout
314,spices,checkout,checkout,checkout,checkout
315,checkout,checkout,checkout,checkout,fruit
297,fruit,checkout,checkout,fruit,spices
322,checkout,checkout,fruit,spices,checkout
292,dairy,fruit,spices,checkout,checkout
312,fruit,spices,checkout,checkout,dairy
314,spices,checkout,checkout,dairy,checkout
315,checkout,checkout,dairy,checkout,checkout
305,fruit,dairy,checkout,checkout,spices
318,dairy,checkout,checkout,spices,fruit
329,checkout,checkout,spices,fruit,checkout
